date,val
2022/10/12,688179
2022/10/13,492396
2022/10/14,471466
2022/10/15,467315
2022/10/16,489904
2022/10/17,461311
2022/10/18,497074
2022/10/19,476362
2022/10/20,420948
2022/10/21,390491
2022/10/22,385636
2022/10/23,414822
2022/10/24,412964
2022/10/25,480422
2022/10/26,386477
2022/10/27,408473
2022/10/28,336813
2022/10/29,319166
2022/10/30,312931
2022/10/31,2006240
2022/11/1,1730498
2022/11/2,885220
2022/11/3,1032785
2022/11/4,640550
2022/11/5,356766
2022/11/6,342540
2022/11/7,260540
2022/11/8,229427
2022/11/9,237865
2022/11/10,2403207
2022/11/11,2433941
2022/11/12,387043
2022/11/13,303037
2022/11/14,313068
2022/11/15,344544
2022/11/16,536289
2022/11/17,441461
2022/11/18,377137
2022/11/19,352071
2022/11/20,408503
2022/11/21,355751
2022/11/22,342191
2022/11/23,353174
2022/11/24,340217
2022/11/25,321196
2022/11/26,326834
2022/11/27,356283
2022/11/28,325009
2022/11/29,392914
2022/11/30,423583
2022/12/1,475414
2022/12/2,455009
2022/12/3,449290
2022/12/4,448099
2022/12/5,425291
2022/12/6,399707
2022/12/7,373857
2022/12/8,303996
2022/12/9,269615
2022/12/10,1407030
2022/12/11,1606147
2022/12/12,1446787
2022/12/13,555592
2022/12/14,363329
2022/12/15,354146
2022/12/16,309979
2022/12/17,301435
2022/12/18,294156
2022/12/19,256816
2022/12/20,293083
2022/12/21,316232
2022/12/22,296295
2022/12/23,285509
2022/12/24,293878
2022/12/25,360934
2022/12/26,279683
2022/12/27,241756
2022/12/28,244497
2022/12/29,466142
2022/12/30,523051
2022/12/31,399476
2023/1/1,447277
2023/1/2,516609
2023/1/3,478847
2023/1/4,510543
2023/1/5,458498
2023/1/6,421527
2023/1/7,428475
2023/1/8,462968
2023/1/9,429757
2023/1/10,447524
2023/1/11,380478
2023/1/12,349984
2023/1/13,315330
2023/1/14,280339
2023/1/15,216767
2023/1/16,166100
2023/1/17,129554
2023/1/18,106423
2023/1/19,87361
2023/1/20,80300
2023/1/21,68592
2023/1/22,104834
2023/1/23,137365
2023/1/24,156151
2023/1/25,176848
2023/1/26,210341
2023/1/27,253402
2023/1/28,297765
2023/1/29,328774
2023/1/30,387853
2023/1/31,398916
2023/2/1,400153
2023/2/2,414963
2023/2/3,421036
2023/2/4,441426
2023/2/5,436986
2023/2/6,446572
2023/2/7,470435
2023/2/8,441438
2023/2/9,428017
2023/2/10,451431
2023/2/11,510675
2023/2/12,522326
2023/2/13,467111
2023/2/14,454567
2023/2/15,414366
2023/2/16,437716
2023/2/17,859744
2023/2/18,667064
2023/2/19,763904
2023/2/20,569196
2023/2/21,529039
2023/2/22,476250
2023/2/23,469558
2023/2/24,478845
2023/2/25,499594
2023/2/26,526569
2023/2/27,485253
2023/2/28,541723
2023/3/1,514718
2023/3/2,397410
2023/3/3,349140
2023/3/4,1300410
2023/3/5,1519776
2023/3/6,790538
2023/3/7,724499
2023/3/8,1245577
2023/3/9,951443
2023/3/10,597520
2023/3/11,654877
2023/3/12,624124
2023/3/13,571850
2023/3/14,558861
2023/3/15,547946
2023/3/16,512176
2023/3/17,474373
2023/3/18,481287
2023/3/19,546962
2023/3/20,525189
2023/3/21,525506
2023/3/22,514976
2023/3/23,483853
2023/3/24,432473
2023/3/25,328530
2023/3/26,399523
2023/3/27,1017925
2023/3/28,746146
2023/3/29,758603
2023/3/30,484641
2023/3/31,428179
2023/4/1,456034
2023/4/2,533321
2023/4/3,457632
2023/4/4,422572
2023/4/5,420585
2023/4/6,488341
2023/4/7,458318
2023/4/8,430833
2023/4/9,525478
2023/4/10,541407
2023/4/11,519995
2023/4/12,468088
2023/4/13,681766
2023/4/14,673208
2023/4/15,629442
2023/4/16,779737
2023/4/17,578178
2023/4/18,556252
2023/4/19,521947
2023/4/20,501331
2023/4/21,448627
2023/4/22,376359
2023/4/23,351713
2023/4/24,756029
2023/4/25,742441
2023/4/26,560847
2023/4/27,487965
2023/4/28,503395
2023/4/29,349172
2023/4/30,313559
2023/5/1,340957
2023/5/2,370035
2023/5/3,417526
2023/5/4,438754
2023/5/5,431451
2023/5/6,412922
2023/5/7,443094
2023/5/8,434834
2023/5/9,434156
2023/5/10,444818
2023/5/11,411102
2023/5/12,380628
2023/5/13,396101
2023/5/14,401171
2023/5/15,379376
2023/5/16,876250
2023/5/17,919325
2023/5/18,513144
2023/5/19,441738
2023/5/20,405868
2023/5/21,411552
2023/5/22,360362
2023/5/23,356192
2023/5/24,335305
2023/5/25,337991
2023/5/26,296357
2023/5/27,328423
2023/5/28,394216
2023/5/29,300606
2023/5/30,260562
2023/5/31,1346486
2023/6/1,1378842
2023/6/2,687819
2023/6/3,846908
2023/6/4,459106
2023/6/5,379560
2023/6/6,362416
2023/6/7,397499
2023/6/8,390858
2023/6/9,377517
2023/6/10,344875
2023/6/11,377426
2023/6/12,352172
2023/6/13,357138
2023/6/14,269664
2023/6/15,828199
2023/6/16,1104927
2023/6/17,748649
2023/6/18,1024227
2023/6/19,661370
2023/6/20,787073
2023/6/21,361993
2023/6/22,285447
2023/6/23,287631
2023/6/24,287215
2023/6/25,270103
2023/6/26,282783
2023/6/27,321419
2023/6/28,294999
2023/6/29,304343
2023/6/30,288278
2023/7/1,304871
2023/7/2,329921
2023/7/3,309540
2023/7/4,317003
2023/7/5,315883
2023/7/6,313381
2023/7/7,290151
2023/7/8,296518
2023/7/9,291694
2023/7/10,346552
2023/7/11,224188
2023/7/12,351989
2023/7/13,326835
2023/7/14,313157
2023/7/15,360237
2023/7/16,338159
2023/7/17,337531
2023/7/18,315330
2023/7/19,285912
2023/7/20,324364
2023/7/21,306096
2023/7/22,290841
2023/7/23,298015
2023/7/24,297359
2023/7/25,290990
2023/7/26,300816
2023/7/27,275175
2023/7/28,322416
2023/7/29,310548
2023/7/30,306569
2023/7/31,305027
2023/8/1,299392
2023/8/2,326056
2023/8/3,289252
2023/8/4,272123
2023/8/5,265451
2023/8/6,273452
2023/8/7,220714
2023/8/8,480124
2023/8/9,502475
2023/8/10,410287
2023/8/11,460518
2023/8/12,333217
2023/8/13,273623
2023/8/14,287082
2023/8/15,299432
2023/8/16,278739
2023/8/17,332165
2023/8/18,340962
2023/8/19,312696
2023/8/20,344483
2023/8/21,335106
2023/8/22,349514
2023/8/23,446287
2023/8/24,481173
2023/8/25,425661
2023/8/26,490090
2023/8/27,386479
2023/8/28,444023
2023/8/29,528044
2023/8/30,498223
2023/8/31,501127
2023/9/1,389671
2023/9/2,388722
2023/9/3,422206
2023/9/4,364348
2023/9/5,293733
2023/9/6,539061
2023/9/7,762669
2023/9/8,539702
2023/9/9,625010
2023/9/10,451742
2023/9/11,377872
2023/9/12,403726
2023/9/13,410421
2023/9/14,417064
2023/9/15,402439
2023/9/16,420624
2023/9/17,458715
2023/9/18,416096
2023/9/19,359787
2023/9/20,650017
2023/9/21,773584
2023/9/22,626134
2023/9/23,716532
2023/9/24,599353
2023/9/25,492128
2023/9/26,408092
2023/9/27,441421
2023/9/28,499996
2023/9/29,415783
2023/9/30,430288
2023/10/1,432930
2023/10/2,462027
2023/10/3,482846
2023/10/4,506473
2023/10/5,561598
2023/10/6,673675
2023/10/7,579394
2023/10/8,446754
2023/10/9,693491
2023/10/10,845980
2023/10/11,703738
2023/10/12,650561
2023/10/13,504692
2023/10/14,443996
2023/10/15,494063
2023/10/16,476544
2023/10/17,458405
2023/10/18,437284
2023/10/19,435595
2023/10/20,429428
2023/10/21,441853
2023/10/22,488777
2023/10/23,437185
2023/10/24,418435
2023/10/25,413764
2023/10/26,368209
2023/10/27,357236
2023/10/28,364418
2023/10/29,246218
2023/10/30,310436
,
